type,n,m,t,otps,cmps,iters
rnd,39,170,133,8,2,9
max,39,170,146,24,2,325
min,39,170,146,24,2,1398
rnd,39,170,146,24,2,249
max,39,170,106,9,2,15
min,39,170,106,9,2,26
rnd,39,170,106,9,2,22
max,39,170,144,48,3,225
min,39,170,144,48,3,1165
rnd,39,170,144,48,3,235
max,39,170,112,34,3,126
min,39,170,112,34,3,110
rnd,39,170,112,34,3,86
max,39,170,145,43,3,882
min,39,170,145,43,3,726
max,39,170,144,41,3,96
min,39,170,144,41,3,124
rnd,39,170,144,41,3,243
max,39,170,136,38,3,386
min,39,170,136,38,3,760
rnd,39,170,136,38,3,1655
max,39,170,101,24,2,199
min,39,170,101,24,2,378
rnd,39,170,101,24,2,193
max,39,170,136,79,6,335
min,39,170,136,79,6,366
rnd,39,170,136,79,6,327
max,39,170,123,22,2,105
min,39,170,123,22,2,97
rnd,39,170,123,22,2,155
max,39,170,113,34,3,108
min,39,170,113,34,3,278
rnd,39,170,113,34,3,98
max,39,170,134,57,4,668
min,39,170,134,57,4,1580
max,39,170,133,11,2,16
min,39,170,133,11,2,26
rnd,39,170,133,11,2,26
max,39,170,106,32,3,169
min,39,170,106,32,3,603
rnd,39,170,106,32,3,942
max,39,170,149,53,4,365
min,39,170,149,53,4,502
rnd,39,170,149,53,4,565
max,39,170,143,21,2,57
min,39,170,143,21,2,65
rnd,39,170,143,21,2,78
max,39,170,139,27,2,211
min,39,170,139,27,2,340
rnd,39,170,139,27,2,244
max,39,170,139,37,3,259
min,39,170,139,37,3,214
rnd,39,170,139,37,3,222
max,39,170,147,55,4,188
min,39,170,147,55,4,860
rnd,39,170,147,55,4,609
max,39,170,125,8,2,10
min,39,170,125,8,2,17
rnd,39,170,125,8,2,12
max,39,170,103,24,3,58
min,39,170,103,24,3,111
rnd,39,170,103,24,3,83
max,39,170,134,39,3,167
min,39,170,134,39,3,218
rnd,39,170,134,39,3,150
max,39,170,122,30,3,55
min,39,170,122,30,3,88
rnd,39,170,122,30,3,53
max,39,170,93,26,2,199
min,39,170,93,26,2,409
rnd,39,170,93,26,2,293
max,39,170,136,12,2,24
min,39,170,136,12,2,22
rnd,39,170,136,12,2,16
max,39,170,148,22,2,36
min,39,170,148,22,2,44
rnd,39,170,148,22,2,53
max,39,170,115,24,3,54
min,39,170,115,24,3,79
rnd,39,170,115,24,3,55
max,39,170,118,13,2,18
min,39,170,118,13,2,18
rnd,39,170,118,13,2,19
max,39,170,149,25,2,293
min,39,170,149,25,2,343
rnd,39,170,149,25,2,232
max,39,170,137,8,2,9
min,39,170,137,8,2,14
rnd,39,170,137,8,2,14
max,39,170,49,7,2,10
min,39,170,49,7,2,10
rnd,39,170,49,7,2,9
max,39,170,144,24,2,213
min,39,170,144,24,2,252
rnd,39,170,144,24,2,109
max,39,170,138,13,2,15
min,39,170,138,13,2,16
rnd,39,170,138,13,2,16
max,39,170,94,23,2,36
min,39,170,94,23,2,34
rnd,39,170,94,23,2,41
max,39,170,136,14,2,15
min,39,170,136,14,2,15
rnd,39,170,136,14,2,15
max,39,170,106,41,3,190
min,39,170,106,41,3,308
rnd,39,170,106,41,3,408
max,39,170,149,28,2,169
min,39,170,149,28,2,158
rnd,39,170,149,28,2,127
max,39,170,103,10,2,11
min,39,170,103,10,2,18
rnd,39,170,103,10,2,18
max,39,170,141,46,3,126
min,39,170,141,46,3,226
rnd,39,170,141,46,3,216
max,39,170,137,19,2,34
min,39,170,137,19,2,64
rnd,39,170,137,19,2,37
